id;availableForScheduling;category;delivery_fee;delivery_time;distance;minimumOrderValue;price_range;rating
45305;False;Brasileira;4.49;25;0.61;20.0;CHEAPEST;5.0
45306;False;Brasileira;4.99;40;2.14;20.0;CHEAPEST;0.0
45307;False;Brasileira;3.99;38;1.87;20.0;CHEAPEST;0.0
45308;False;Salgados;9.0;80;5.04;20.0;CHEAPEST;0.0
45309;False;Salgados;0.0;90;6.68;25.0;CHEAPEST;0.0
45310;False;Marmita;17.0;55;8.9;0.0;CHEAPEST;0.0
45311;False;Lanches;6.99;37;2.61;20.0;CHEAPEST;0.0
45312;False;Brasileira;5.99;50;3.13;20.0;CHEAPEST;0.0
45313;False;Lanches;9.0;90;8.31;15.0;CHEAPEST;0.0
45314;False;Salgados;11.99;49;6.78;20.0;CHEAPEST;0.0
45315;False;Bebidas;7.99;40;4.09;10.0;CHEAPEST;0.0
45316;False;Cafeteria;5.99;28;3.75;10.0;CHEAPEST;0.0
45317;False;Carnes;11.99;35;5.06;10.0;CHEAPEST;4.75
45318;False;Lanches;0.0;20;1.46;23.0;EXPENSIVE;0.0
45319;False;Congelados;9.49;37;3.7;10.0;CHEAPEST;0.0
45320;False;Bebidas;5.99;45;3.25;10.0;CHEAPEST;0.0
45321;False;Doces & Bolos;11.99;59;5.77;10.0;CHEAPEST;0.0
45322;False;Brasileira;11.99;69;6.69;20.0;CHEAPEST;0.0
45323;False;Brasileira;5.99;50;3.37;20.0;CHEAPEST;0.0
45324;False;Brasileira;5.99;27;2.25;10.0;CHEAP;5.0
45325;False;Saudável;5.99;43;3.21;10.0;CHEAPEST;0.0
45326;False;Lanches;4.99;40;2.38;20.0;CHEAPEST;0.0
45327;False;Doces & Bolos;7.99;61;4.86;10.0;CHEAPEST;0.0
45328;False;Brasileira;6.99;31;3.23;20.0;CHEAPEST;4.333.330.154.418.940
45329;False;Padaria;5.99;50;3.01;10.0;CHEAPEST;0.0
45330;False;Bebidas;11.99;45;5.51;10.0;CHEAPEST;0.0
45331;False;Pizza;7.99;60;4.09;20.0;CHEAPEST;0.0
45332;False;Pizza;7.99;40;4.21;20.0;CHEAPEST;0.0
45333;False;Lanches;4.99;25;2.5;20.0;CHEAPEST;0.0
45334;False;Brasileira;11.99;69;6.8;20.0;CHEAPEST;0.0
45335;False;Saudável;11.99;63;5.38;10.0;CHEAPEST;0.0
45336;False;Salgados;5.0;37;2.66;0.0;CHEAPEST;0.0
45337;False;Lanches;3.99;25;1.55;20.0;CHEAPEST;4.400.000.095.367.430
45338;False;Vegana;5.99;55;3.55;10.0;MOST_EXPENSIVE;0.0
45339;False;Cafeteria;7.99;40;4.27;10.0;CHEAPEST;0.0
45340;False;Salgados;3.99;38;1.62;20.0;CHEAPEST;0.0
45341;False;Brasileira;11.99;64;6.75;20.0;CHEAPEST;0.0
45342;False;Doces & Bolos;7.0;60;3.72;0.0;CHEAPEST;0.0
45343;False;Saudável;4.99;40;2.38;10.0;CHEAPEST;0.0
45344;False;Lanches;4.99;39;2.72;20.0;CHEAPEST;0.0
45345;False;Brasileira;13.49;60;5.64;20.0;CHEAP;0.0
45346;False;Brasileira;11.99;64;6.24;20.0;CHEAPEST;0.0
45347;False;Cafeteria;11.99;43;5.49;10.0;CHEAP;0.0
45348;False;Lanches;11.99;67;6.35;20.0;CHEAPEST;0.0
45349;False;Lanches;4.99;20;2.29;20.0;CHEAPEST;0.0
45350;False;Pastel;13.0;60;6.94;11.0;CHEAPEST;0.0
45351;False;Saudável;11.99;63;5.35;10.0;CHEAPEST;0.0
45352;False;Brasileira;3.99;31;1.25;20.0;CHEAPEST;0.0
45353;False;Salgados;3.99;38;1.76;20.0;CHEAPEST;0.0
45354;False;Brasileira;7.0;60;3.66;0.0;CHEAPEST;0.0
45355;False;Doces & Bolos;3.99;30;0.84;10.0;CHEAPEST;0.0
45356;False;Carnes;3.99;38;1.59;20.0;CHEAPEST;0.0
45357;False;Lanches;3.99;16;1.49;20.0;CHEAPEST;0.0
45358;False;Pizza;3.99;31;1.18;20.0;CHEAPEST;0.0
45359;False;Lanches;7.99;35;2.01;20.0;CHEAPEST;4.5
45360;False;Brasileira;7.99;60;4.35;20.0;EXPENSIVE;0.0
45361;False;Lanches;3.99;18;1.73;20.0;EXPENSIVE;0.0
45362;False;Lanches;3.99;36;1.09;20.0;CHEAPEST;0.0
45363;False;Italiana;7.99;57;4.23;20.0;CHEAPEST;0.0
45365;False;Brasileira;3.99;31;1.06;20.0;CHEAPEST;0.0
45366;False;Lanches;11.99;43;5.4;20.0;CHEAPEST;0.0
45367;False;Argentina;4.0;35;2.94;29.9;CHEAPEST;4.357.140.064.239.500
45368;False;Carnes;7.99;32;1.63;20.0;MOST_EXPENSIVE;4.355.559.825.897.210
45369;False;Carnes;7.99;39;1.66;20.0;MOST_EXPENSIVE;435.483.980.178.833
45370;False;Marmita;8.49;46;3.7;10.0;CHEAPEST;4.350.880.146.026.610
45371;False;Lanches;15.9;75;8.6;17.9;MODERATE;434.814.977.645.874
45372;False;Lanches;6.9;65;5.99;30.0;CHEAP;4.347.829.818.725.580
45373;False;Doces & Bolos;4.99;31;1.86;10.0;CHEAP;4.347.829.818.725.580
45374;False;Japonesa;7.9;38;3.25;24.9;CHEAPEST;4.347.219.944.000.240
45375;False;Marmita;0.0;20;1.24;30.0;CHEAPEST;4.345.680.236.816.400
45376;False;Lanches;0.0;50;1.45;33.0;MODERATE;434.483.003.616.333
45377;False;Japonesa;12.99;38;5.28;10.0;CHEAPEST;434.211.015.701.294
45378;False;Italiana;6.99;27;2.58;20.0;MOST_EXPENSIVE;4.338.980.197.906.490
45379;False;Japonesa;0.0;50;5.15;30.0;EXPENSIVE;4.337.500.095.367.430
45380;False;Brasileira;5.99;38;2.08;20.0;CHEAPEST;43.359.999.656.677.200
45382;False;Pizza;6.0;40;1.72;20.0;MODERATE;4.333.330.154.418.940
45383;False;Brasileira;12.49;43;5.01;20.0;CHEAP;4.333.330.154.418.940
45384;False;Japonesa;0.0;30;6.22;18.0;MODERATE;4.333.330.154.418.940
45385;False;Pizza;0.0;45;0.83;24.9;MODERATE;4.333.330.154.418.940
45386;False;Brasileira;13.49;34;5.53;20.0;MODERATE;4.333.330.154.418.940
45387;False;Lanches;8.49;38;3.62;10.0;CHEAPEST;4.333.330.154.418.940
45388;False;Marmita;6.0;50;2.32;15.0;CHEAP;4.333.330.154.418.940
45389;False;Pastel;10.0;40;6.67;15.0;CHEAP;4.333.330.154.418.940
45390;False;Carnes;8.49;31;3.59;10.0;CHEAPEST;4.333.330.154.418.940
45391;False;Italiana;5.99;38;1.38;10.0;MODERATE;4.333.330.154.418.940
45392;False;Lanches;8.99;31;3.31;20.0;CHEAPEST;4.333.330.154.418.940
45393;False;Brasileira;5.49;24;0.77;20.0;MODERATE;4.333.330.154.418.940
45394;False;Variada;9.49;39;3.71;20.0;CHEAPEST;4.333.330.154.418.940
45395;False;Carnes;6.99;28;2.89;10.0;MODERATE;4.333.330.154.418.940
45396;False;Lanches;5.99;37;2.22;10.0;CHEAPEST;4.333.330.154.418.940
45397;False;Salgados;14.49;40;5.25;20.0;CHEAPEST;4.333.330.154.418.940
45398;False;Lanches;10.0;50;5.98;15.0;CHEAPEST;4.333.330.154.418.940
45399;False;Japonesa;0.0;20;1.5;15.0;CHEAPEST;4.333.330.154.418.940
45400;False;Japonesa;2.0;60;7.42;20.0;CHEAPEST;4.333.330.154.418.940
45401;False;Lanches;5.99;40;4.35;15.0;CHEAP;4.331.630.229.949.950
45402;False;Lanches;12.9;60;6.41;30.0;MODERATE;4.326.089.859.008.780
45403;False;Japonesa;0.0;30;8.09;20.0;CHEAPEST;4.322.579.860.687.250
45404;False;Lanches;14.0;90;8.52;10.0;CHEAP;43.222.198.486.328.100
45405;False;Brasileira;9.49;23;4.14;12.0;CHEAPEST;4.320.000.171.661.370
45406;False;Brasileira;14.49;36;5.3;20.0;CHEAPEST;43.181.800.842.285.100
45407;False;Variada;0.0;40;3.7;20.0;CHEAPEST;4.315.070.152.282.710
45408;False;Doces & Bolos;4.99;19;1.87;10.0;CHEAPEST;4.314.809.799.194.330
45409;False;Brasileira;12.99;36;6.33;20.0;CHEAPEST;43.125
45410;False;Japonesa;6.99;40;3.34;35.0;MODERATE;430.718.994.140.625
45412;False;Japonesa;0.0;20;1.51;15.0;CHEAPEST;4.306.310.176.849.360
45413;False;Lanches;5.99;30;3.96;10.0;CHEAPEST;4.305.560.111.999.510
45414;False;Pizza;8.99;43;2.16;20.0;MOST_EXPENSIVE;4.300.000.190.734.860
45415;False;Lanches;6.99;29;1.74;20.0;MODERATE;4.300.000.190.734.860
45416;False;Brasileira;5.99;33;1.47;20.0;MODERATE;4.300.000.190.734.860
45417;False;Lanches;8.0;85;5.9;20.0;CHEAP;4.300.000.190.734.860
45418;False;Pizza;0.0;30;1.4;25.0;MODERATE;42.941.198.348.999.000
45419;False;Cafeteria;5.99;30;2.28;10.0;CHEAPEST;42.941.198.348.999.000
45421;False;Árabe;7.99;30;3.12;10.0;CHEAPEST;4.285.709.857.940.670
45422;False;Árabe;8.49;39;3.93;10.0;CHEAP;4.285.709.857.940.670
45424;False;Lanches;15.49;39;6.79;20.0;CHEAPEST;4.285.709.857.940.670
45425;False;Carnes;13.9;55;4.65;15.0;EXPENSIVE;4.280.819.892.883.300
45426;False;Pizza;7.0;50;4.01;15.0;MODERATE;4.277.780.055.999.750
45427;False;Lanches;13.49;44;5.77;10.0;CHEAP;4.275.000.095.367.430
45428;False;Japonesa;7.0;45;4.27;35.0;CHEAPEST;4.272.729.873.657.220
45429;False;Saudável;14.99;56;6.0;17.0;CHEAP;4.266.670.227.050.780
45430;False;Brasileira;5.99;34;2.36;10.0;MODERATE;4.266.670.227.050.780
45431;False;Lanches;10.49;38;4.16;10.0;MODERATE;4.263.160.228.729.240
45432;False;Brasileira;17.49;36;6.72;20.0;CHEAPEST;42.623.000.144.958.500
45433;False;Brasileira;14.49;43;5.19;10.0;MODERATE;42.608.699.798.583.900
45434;False;Japonesa;0.0;49;0.23;32.9;MODERATE;4.259.739.875.793.450
45435;False;Japonesa;16.49;42;6.74;20.0;MODERATE;42.580.599.784.851.000
45436;False;Asiática;7.9;22;2.86;30.0;EXPENSIVE;42.564.101.219.177.200
45437;False;Pizza;1.99;45;3.08;25.9;MODERATE;42.527.499.198.913.500
45438;False;Japonesa;5.5;65;3.57;35.0;EXPENSIVE;4.252.739.906.311.030
45439;False;Brasileira;8.0;55;1.74;10.0;MODERATE;4.25
45440;False;Japonesa;15.49;45;6.74;20.0;CHEAP;4.25
45441;False;Lanches;10.0;60;6.6;10.0;CHEAPEST;4.25
45442;False;Francesa;8.99;36;2.84;20.0;CHEAPEST;4.25
45443;False;Brasileira;9.49;33;4.34;20.0;CHEAPEST;4.25
45444;False;Japonesa;9.49;43;3.91;20.0;MODERATE;4.25
45445;False;Brasileira;11.49;40;4.53;20.0;CHEAPEST;4.25
45446;False;Pizza;10.0;90;8.98;20.0;CHEAPEST;4.25
45448;False;Marmita;7.99;20;1.87;10.0;EXPENSIVE;4.238.100.051.879.880
45450;False;Saudável;0.0;35;1.47;28.0;MODERATE;4.235.290.050.506.590
45451;False;Japonesa;0.0;60;8.91;20.0;MODERATE;4.233.789.920.806.880
45452;False;Lanches;2.0;40;1.95;11.0;CHEAPEST;4.230.770.111.083.980
45453;False;Japonesa;7.9;60;3.21;19.0;MOST_EXPENSIVE;4.225.810.050.964.350
45454;False;Saudável;12.49;35;5.42;10.0;CHEAPEST;4.222.219.944.000.240
45455;False;Japonesa;7.99;35;2.23;20.0;MODERATE;4.222.219.944.000.240
45456;False;Marmita;4.99;36;1.9;10.0;CHEAPEST;4.217.169.761.657.710
45457;False;Doces & Bolos;9.0;90;6.56;15.0;CHEAPEST;4.214.290.142.059.320
45458;False;Italiana;6.99;33;1.88;20.0;MODERATE;4.212.120.056.152.340
45459;False;Brasileira;4.49;28;0.92;10.0;CHEAP;4.210.529.804.229.730
45460;False;Mediterrânea;0.0;30;1.58;20.0;MOST_EXPENSIVE;4.208.330.154.418.940
45461;False;Pizza;5.0;45;3.99;15.0;MODERATE;4.199.999.809.265.130
45462;False;Brasileira;12.49;33;4.84;20.0;EXPENSIVE;4.199.999.809.265.130
45463;False;Brasileira;4.49;24;0.55;10.0;CHEAPEST;4.199.999.809.265.130
45464;False;Cozinha Rápida;4.99;26;1.74;20.0;CHEAPEST;4.199.999.809.265.130
45465;False;Conveniência;13.99;36;6.28;10.0;MODERATE;4.199.999.809.265.130
45466;False;Açaí;8.0;40;3.59;13.0;CHEAP;4.199.999.809.265.130
45468;False;Pizza;5.99;37;2.69;20.0;CHEAPEST;4.199.999.809.265.130
45469;False;Carnes;8.99;18;2.25;20.0;EXPENSIVE;41.975.297.927.856.400
45470;False;Lanches;8.99;80;9.11;16.0;CHEAP;4.194.439.888.000.480
45471;False;Frutos Do Mar;6.99;36;3.26;20.0;CHEAPEST;4.193.550.109.863.280
45472;False;Pizza;0.0;55;6.4;35.0;MODERATE;4.188.220.024.108.880
45473;False;Pizza;6.0;50;3.96;25.0;MODERATE;4.181.819.915.771.480
45474;False;Pizza;6.0;60;1.33;25.0;CHEAPEST;4.181.819.915.771.480
45476;False;Lanches;0.0;20;1.52;0.0;MODERATE;4.178.569.793.701.170
45477;False;Marmita;12.99;49;4.08;15.0;CHEAPEST;4.176.469.802.856.440
45478;False;Pizza;6.99;35;2.39;20.0;CHEAP;4.166.669.845.581.050
45479;False;Lanches;0.0;60;8.66;16.0;MODERATE;4.166.669.845.581.050
45480;False;Marmita;8.49;31;3.79;10.0;CHEAP;4.166.669.845.581.050
45481;False;Lanches;0.0;25;0.99;19.0;CHEAPEST;4.166.669.845.581.050
45482;False;Lanches;4.99;24;1.71;10.0;CHEAPEST;4.166.669.845.581.050
45483;False;Lanches;4.99;23;1.72;20.0;CHEAPEST;4.166.669.845.581.050
45484;False;Japonesa;0.0;45;1.34;0.0;CHEAPEST;4.166.669.845.581.050
45486;False;Marmita;12.99;49;4.09;16.0;CHEAPEST;4.159.339.904.785.150
45487;False;Carnes;15.49;27;6.12;10.0;MODERATE;41.559.600.830.078.100
45490;False;Árabe;12.0;38;9.12;20.0;CHEAPEST;4.147.369.861.602.780
45491;False;Lanches;0.0;29;2.77;30.0;MODERATE;4.144.440.174.102.780
45492;False;Pizza;15.0;85;6.09;25.0;EXPENSIVE;4.142.859.935.760.490
45493;False;Japonesa;5.99;27;1.86;10.0;CHEAPEST;4.142.859.935.760.490
45494;False;Japonesa;5.0;40;1.93;20.0;CHEAPEST;4.142.859.935.760.490
45495;False;Marmita;15.0;65;4.89;11.0;CHEAPEST;4.139.339.923.858.640
45496;False;Lanches;10.99;45;4.03;25.0;CHEAP;4.137.400.150.299.070
45497;False;Brasileira;9.49;40;4.38;20.0;CHEAPEST;4.136.360.168.457.030
45500;False;Carnes;12.49;35;4.82;10.0;CHEAPEST;4.125
45501;False;Pizza;11.9;40;1.3;30.0;EXPENSIVE;4.121.950.149.536.130
45502;False;Brasileira;4.99;50;4.16;15.0;CHEAPEST;41.212.100.982.666.000
45503;False;Pizza;5.99;51;1.08;20.0;MODERATE;4.118.420.124.053.950
45504;False;Brasileira;8.49;32;3.95;10.0;CHEAPEST;4.117.650.032.043.450
45505;False;Brasileira;16.49;41;6.75;20.0;CHEAP;4.115.379.810.333.250
45506;False;Pizza;6.99;33;2.51;20.0;MODERATE;4.111.110.210.418.700
45507;False;Japonesa;0.0;40;4.07;15.0;CHEAPEST;4.103.449.821.472.160
45508;False;Marmita;12.49;44;5.34;10.0;CHEAPEST;4.102.039.813.995.360
45509;False;Brasileira;8.0;40;4.98;35.0;CHEAP;4.099.999.904.632.560
45510;False;Yakisoba;8.99;58;4.68;20.0;CHEAPEST;4.099.999.904.632.560
45511;False;Brasileira;10.0;85;6.45;12.0;CHEAP;4.099.289.894.104.000
45512;False;Japonesa;0.0;60;6.33;25.0;CHEAPEST;4.098.360.061.645.500
45513;False;Lanches;4.99;45;6.38;29.9;MODERATE;4.096.149.921.417.230
45515;False;Pizza;5.9;35;6.43;34.9;MODERATE;4.093.510.150.909.420
45516;False;Carnes;10.49;41;4.96;10.0;EXPENSIVE;4.090.909.957.885.740
45517;False;Carnes;12.0;45;5.51;15.0;MODERATE;409.060.001.373.291
45518;False;Japonesa;6.9;60;4.14;33.0;EXPENSIVE;4.086.709.976.196.280
45520;False;Carnes;15.99;37;5.59;10.0;MODERATE;4.083.330.154.418.940
45521;False;Brasileira;5.5;55;2.96;10.0;CHEAPEST;4.076.920.032.501.220
45522;False;Brasileira;0.0;50;1.79;14.0;CHEAPEST;4.074.629.783.630.370
45523;False;Brasileira;3.99;14;1.24;10.0;CHEAP;4.071.430.206.298.820
45524;False;Pizza;12.0;50;5.61;18.5;CHEAP;4.060.609.817.504.880
45525;False;Brasileira;4.99;24;1.13;20.0;CHEAPEST;4.058.819.770.812.980
45527;False;Pizza;0.0;28;3.42;29.9;MODERATE;4.055.480.003.356.930
45528;False;Lanches;5.0;60;4.56;20.0;CHEAPEST;405.511.999.130.249
45530;False;Carnes;0.0;45;2.61;25.0;EXPENSIVE;40.526.299.476.623.500
45531;False;Brasileira;3.0;50;3.4;0.0;CHEAP;40.512.800.216.674.800
45532;False;Lanches;9.0;50;5.0;15.9;MODERATE;4.044.439.792.633.050
45533;False;Lanches;4.0;50;1.0;19.9;CHEAPEST;40.399.999.618.530.200
45534;False;Lanches;0.0;20;1.35;20.0;MODERATE;4.034.480.094.909.660
45535;False;Japonesa;0.0;50;6.45;30.0;CHEAPEST;4.033.329.963.684.080
45536;False;Lanches;12.0;59;6.54;15.0;CHEAPEST;4.017.859.935.760.490
45537;False;Hambúrguer;0.0;55;1.04;20.0;CHEAPEST;4.015.150.070.190.430
45538;False;Pizza;8.0;40;4.87;30.0;CHEAP;4.0
45539;False;Pizza;9.9;40;1.88;0.0;EXPENSIVE;4.0
45540;False;Lanches;7.99;38;2.05;20.0;EXPENSIVE;4.0
45542;False;Brasileira;0.0;60;8.01;19.0;CHEAP;4.0
45543;False;Hambúrguer;7.99;41;2.21;20.0;MODERATE;4.0
45544;False;Japonesa;10.0;50;4.99;20.0;MOST_EXPENSIVE;4.0
45545;False;Árabe;11.49;40;4.25;10.0;CHEAP;4.0
45546;False;Lanches;0.0;40;1.38;19.99;MODERATE;4.0
45547;False;Pizza;16.0;60;5.13;25.0;EXPENSIVE;4.0
45548;False;Japonesa;14.49;33;6.03;20.0;CHEAPEST;4.0
45549;False;Lanches;6.99;32;1.18;20.0;CHEAP;4.0
45550;False;Brasileira;6.99;28;1.86;20.0;MODERATE;4.0
45551;False;Lanches;14.49;36;6.12;20.0;CHEAPEST;4.0
45552;False;Brasileira;5.99;26;1.41;20.0;MOST_EXPENSIVE;4.0
45553;False;Hambúrguer;5.9;35;3.7;25.0;CHEAP;4.0
45554;False;Brasileira;5.99;35;3.5;25.0;CHEAPEST;4.0
45555;False;Mexicana;0.0;50;3.36;0.0;MODERATE;4.0
45556;False;Brasileira;14.49;35;5.52;20.0;MODERATE;4.0
45557;False;Brasileira;11.49;36;4.4;20.0;EXPENSIVE;4.0
45558;False;Lanches;13.49;43;5.74;10.0;CHEAPEST;4.0
45559;False;Baiana;15.49;64;6.32;10.0;CHEAPEST;4.0
45560;False;Lanches;9.0;80;7.54;24.0;CHEAPEST;4.0
45561;False;Lanches;7.99;28;2.06;20.0;EXPENSIVE;4.0
45563;False;Japonesa;11.49;56;4.04;20.0;MODERATE;4.0
45564;False;Pizza;5.99;41;1.95;20.0;CHEAPEST;4.0
45565;False;Saudável;14.49;28;5.75;10.0;CHEAPEST;4.0
45566;False;Vegana;4.99;33;1.61;10.0;CHEAPEST;4.0
45567;False;Pizza;0.0;30;1.54;19.0;CHEAP;4.457.290.172.576.900
45568;False;Brasileira;3.99;25;1.79;20.0;CHEAPEST;44.569.501.876.831.000
45569;False;Lanches;15.0;90;8.65;12.0;CHEAPEST;4.456.250.190.734.860
45570;False;Lanches;12.0;60;4.34;1.0;MODERATE;4.454.549.789.428.710
45571;False;Japonesa;10.99;41;3.88;10.0;MOST_EXPENSIVE;4.454.549.789.428.710
45572;False;Italiana;13.49;34;5.78;20.0;CHEAPEST;4.454.549.789.428.710
45573;False;Lanches;11.99;33;4.17;20.0;MOST_EXPENSIVE;4.453.129.768.371.580
45576;False;Brasileira;14.49;47;6.04;10.0;CHEAPEST;4.444.950.103.759.760
45577;False;Lanches;9.9;40;6.1;25.0;MODERATE;4.444.439.888.000.480
45578;False;Chinesa;10.49;42;4.53;20.0;CHEAPEST;4.444.439.888.000.480
45579;False;Pizza;13.49;64;5.33;20.0;CHEAPEST;44.437.899.589.538.500
45580;False;Lanches;8.0;40;6.85;20.0;CHEAPEST;4.443.709.850.311.270
45582;False;Lanches;7.99;50;6.22;15.0;CHEAP;44.418.601.989.746.000
45584;False;Pizza;12.0;60;6.57;29.9;EXPENSIVE;4.440.680.027.008.050
45585;False;Lanches;11.99;40;2.65;16.0;MODERATE;4.440.000.057.220.450
45586;False;Japonesa;9.0;34;2.92;20.0;MODERATE;44.375
45587;False;Carnes;0.0;40;4.67;30.0;CHEAPEST;44.375
45588;False;Lanches;14.99;56;6.06;5.0;CHEAPEST;44.375
45589;False;Carnes;12.49;20;4.78;20.0;EXPENSIVE;44.375
45590;False;Brasileira;6.99;30;3.05;10.0;CHEAPEST;44.375
45591;False;Japonesa;0.0;30;8.09;20.0;CHEAP;443.366.003.036.499
45593;False;Pizza;0.0;34;1.66;35.0;EXPENSIVE;4.432.429.790.496.820
45594;False;Lanches;5.99;41;2.75;20.0;CHEAPEST;4.431.819.915.771.480
45595;False;Pizza;0.0;40;1.43;35.0;CHEAP;4.431.190.013.885.490
45596;False;Brasileira;13.99;52;5.09;0.0;MODERATE;4.428.569.793.701.170
45597;False;Lanches;6.9;45;4.02;30.0;CHEAP;4.428.569.793.701.170
45598;False;Árabe;5.99;36;2.42;20.0;CHEAP;4.428.569.793.701.170
45599;False;Lanches;8.49;39;3.88;10.0;CHEAP;4.428.569.793.701.170
45603;False;Carnes;12.49;41;4.57;10.0;CHEAPEST;4.428.569.793.701.170
45604;False;Brasileira;0.0;40;1.56;25.0;CHEAP;4.425.370.216.369.620
45605;False;Japonesa;12.0;50;5.74;25.0;MOST_EXPENSIVE;4.425.000.190.734.860
45606;False;Italiana;0.0;60;4.66;15.0;CHEAPEST;4.422.679.901.123.040
45607;False;Carnes;7.99;43;2.94;20.0;EXPENSIVE;4.422.639.846.801.750
45608;False;Italiana;7.99;33;2.74;20.0;CHEAPEST;4.422.540.187.835.690
45609;False;Brasileira;14.49;46;6.25;10.0;CHEAPEST;4.421.050.071.716.300
45610;False;Lanches;7.0;40;4.42;12.0;CHEAP;4.421.050.071.716.300
45612;False;Carnes;14.99;56;6.16;12.0;CHEAPEST;4.416.669.845.581.050
45613;False;Açaí;4.99;33;1.97;10.0;CHEAPEST;4.416.669.845.581.050
45614;False;Brasileira;0.0;45;1.64;20.0;CHEAPEST;44.148.597.717.285.100
45615;False;Lanches;6.0;49;6.22;15.0;CHEAPEST;4.413.790.225.982.660
45616;False;Brasileira;4.99;31;1.8;20.0;CHEAP;4.412.970.066.070.550
45617;False;Brasileira;6.0;25;1.18;20.0;EXPENSIVE;4.411.759.853.363.030
45619;False;Japonesa;5.49;41;0.57;20.0;EXPENSIVE;4.411.759.853.363.030
45620;False;Brasileira;13.49;34;5.2;20.0;CHEAPEST;4.411.759.853.363.030
45621;False;Pizza;7.99;60;2.53;30.0;MODERATE;4.408.160.209.655.760
45623;False;Japonesa;0.0;30;8.09;20.0;CHEAPEST;4.401.040.077.209.470
45624;False;Pizza;0.0;20;1.94;30.0;MODERATE;4.400.000.095.367.430
45625;False;Lanches;9.49;32;4.31;10.0;CHEAP;4.400.000.095.367.430
45626;False;Doces & Bolos;6.99;30;2.5;10.0;MODERATE;4.400.000.095.367.430
45627;False;Chinesa;0.0;60;1.6;15.0;CHEAPEST;4.400.000.095.367.430
45628;False;Lanches;6.99;29;3.06;10.0;CHEAPEST;4.400.000.095.367.430
45629;False;Lanches;3.99;32;1.48;20.0;CHEAPEST;4.400.000.095.367.430
45630;False;Japonesa;14.99;54;5.17;20.0;MOST_EXPENSIVE;4.400.000.095.367.430
45631;False;Italiana;10.0;80;4.29;0.0;CHEAPEST;4.400.000.095.367.430
45632;False;Pizza;10.49;33;4.51;20.0;CHEAPEST;4.400.000.095.367.430
45633;False;Brasileira;14.49;43;5.44;20.0;CHEAPEST;4.400.000.095.367.430
45634;False;Conveniência;6.99;39;3.38;10.0;CHEAPEST;4.400.000.095.367.430
45635;False;Carnes;10.0;60;2.98;25.0;MOST_EXPENSIVE;4.395.349.979.400.630
45636;False;Japonesa;5.49;32;0.41;20.0;MODERATE;4.395.060.062.408.440
45637;False;Lanches;6.99;30;1.24;20.0;CHEAPEST;4.392.859.935.760.490
45638;False;Saudável;6.99;33;1.7;10.0;MODERATE;4.388.889.789.581.290
45639;False;Lanches;6.99;22;3.44;10.0;CHEAP;4.388.889.789.581.290
45640;False;Japonesa;6.99;40;1.63;20.0;MODERATE;4.388.889.789.581.290
45641;False;Japonesa;7.0;45;5.88;15.9;MODERATE;4.388.239.860.534.660
45642;False;Lanches;12.49;42;4.76;20.0;EXPENSIVE;4.384.620.189.666.740
45643;False;Saudável;7.99;35;1.85;10.0;EXPENSIVE;4.384.620.189.666.740
45644;False;Lanches;8.0;95;6.95;10.0;CHEAPEST;4.384.620.189.666.740
45645;False;Lanches;11.49;45;4.85;20.0;MODERATE;4.384.620.189.666.740
45646;False;Brasileira;15.99;39;5.59;20.0;MOST_EXPENSIVE;4.384.620.189.666.740
45647;False;Pizza;0.0;45;1.13;35.0;MODERATE;4.382.979.869.842.520
45648;False;Italiana;8.99;26;3.4;20.0;MOST_EXPENSIVE;4.382.349.967.956.540
45649;False;Brasileira;5.99;29;2.89;20.0;CHEAPEST;4.380.949.974.060.050
45650;False;Lanches;0.0;60;4.0;20.0;CHEAPEST;4.377.779.960.632.320
45651;False;Doces & Bolos;4.99;23;1.87;10.0;CHEAP;4.375
45652;False;Variada;4.49;24;0.74;20.0;CHEAPEST;4.375
45653;False;Pizza;6.99;37;3.26;20.0;MODERATE;4.375
45654;False;Marmita;10.49;33;4.7;10.0;CHEAPEST;4.375
45655;False;Pizza;12.0;70;8.72;25.0;MODERATE;4.375
45656;False;Pizza;8.0;50;3.08;15.0;MODERATE;43.733.301.162.719.700
45657;False;Pizza;9.0;45;6.65;0.0;MODERATE;43.733.301.162.719.700
45658;False;Pizza;8.0;20;2.55;20.0;CHEAPEST;4.370.969.772.338.860
45660;False;Pizza;5.0;40;0.9;35.0;MOST_EXPENSIVE;4.369.289.875.030.510
45661;False;Brasileira;14.49;30;5.37;20.0;MODERATE;4.368.420.124.053.950
45662;False;Pizza;8.99;50;2.4;20.0;MOST_EXPENSIVE;4.368.420.124.053.950
45664;False;Saudável;4.99;40;1.24;10.0;CHEAP;4.365.379.810.333.250
45665;False;Argentina;5.49;29;0.61;20.0;MOST_EXPENSIVE;4.363.639.831.542.960
45666;False;Brasileira;5.99;40;2.9;20.0;CHEAP;4.357.140.064.239.500
45667;False;Carnes;6.99;31;1.93;20.0;EXPENSIVE;4.536.230.087.280.270
45668;False;Italiana;5.99;39;2.21;20.0;MODERATE;4.535.709.857.940.670
45669;False;Lanches;15.49;57;5.51;20.0;EXPENSIVE;4.533.329.963.684.080
45670;False;Japonesa;0.0;55;3.59;25.0;MODERATE;4.533.329.963.684.080
45671;False;Italiana;5.49;35;0.73;20.0;CHEAP;4.533.329.963.684.080
45672;False;Brasileira;6.99;38;3.76;20.0;CHEAPEST;4.533.329.963.684.080
